gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,MonthlyCharges,Churn
Male,0,Yes,19,Yes,Yes,No,83.65,Yes
Male,0,Yes,1,Yes,No,No,90.1,No
Female,0,No,69,Yes,No,Yes,82.45,No
Female,0,No,61,Yes,No,No internet service,20.25,No
Male,0,No,43,Yes,Yes,Yes,66.25,No
Female,0,No,6,Yes,No,No internet service,19.5,Yes
Male,0,No,1,Yes,No,No,51.25,Yes
Male,0,No,56,Yes,No,No,89.7,No
Female,0,No,70,No,No phone service,Yes,64.55,No
Male,0,No,1,Yes,No,No,45.6,Yes
Male,0,Yes,49,Yes,Yes,No,93.65,No
Female,0,No,6,Yes,No,No,49.65,Yes
Female,0,Yes,32,Yes,No,Yes,73.6,No
Female,1,No,72,Yes,Yes,Yes,109.75,No
Male,0,Yes,37,Yes,No,Yes,61.45,No
Female,0,No,69,Yes,No,Yes,106.4,No
Female,0,No,26,Yes,No,No,81.9,No
Female,0,Yes,58,Yes,Yes,No,105.2,No
Male,0,No,24,Yes,Yes,No,54.6,No
Male,0,Yes,5,Yes,No,No internet service,20.55,No
Male,0,Yes,15,Yes,No,No internet service,20,Yes
Female,0,Yes,30,Yes,No,No internet service,19.7,No
Female,0,No,55,Yes,Yes,Yes,66.05,No
Female,0,No,25,No,No phone service,No,34,Yes
Male,1,No,10,Yes,No,No,92.5,Yes
Male,0,Yes,44,No,No phone service,Yes,54.05,No
Female,0,No,47,Yes,No,Yes,58.9,No
Female,0,Yes,13,Yes,No,No,88.35,Yes
Female,0,Yes,49,Yes,Yes,No,107.95,Yes
Female,0,No,64,Yes,No,Yes,96.9,No
Male,0,No,1,Yes,No,No internet service,19.1,No
Male,0,No,20,Yes,No,No,50,No
Female,0,No,37,No,No phone service,Yes,45.4,No
Male,0,Yes,30,Yes,Yes,No,85.45,No
Female,0,No,38,Yes,Yes,Yes,84.1,No
Female,1,No,1,Yes,Yes,No,74.45,Yes
Female,0,No,37,Yes,No,No,64.75,Yes
Female,0,No,52,No,No phone service,Yes,66.25,No
Male,0,Yes,71,Yes,No,Yes,76.9,No
Male,0,No,26,Yes,No,No,89.8,Yes
Male,0,No,66,Yes,Yes,Yes,74.6,No
Male,0,No,72,Yes,Yes,Yes,116.95,No
Male,0,Yes,25,No,No phone service,Yes,40.65,No
Male,0,Yes,69,Yes,Yes,Yes,114.35,No
Male,0,Yes,53,Yes,Yes,Yes,69.7,No
Female,0,No,12,Yes,No,No,95.5,Yes
Male,0,No,26,Yes,No,No,98.65,No
Male,0,No,21,Yes,No,No,61.65,No
Female,0,Yes,1,Yes,No,No,89.35,No
Male,0,No,48,Yes,Yes,Yes,95.4,No
Female,0,No,26,No,No phone service,Yes,35.4,No
Male,0,No,60,Yes,No,No internet service,19.95,No
Male,0,No,18,Yes,No,No internet service,19.25,No
Female,1,No,10,No,No phone service,No,29.65,Yes
Male,0,Yes,5,Yes,Yes,Yes,84.5,Yes
Female,0,Yes,4,Yes,No,No internet service,20.4,No
Male,0,Yes,65,Yes,Yes,No internet service,24.75,No
Male,0,Yes,70,Yes,Yes,No internet service,25.35,No
Male,0,No,18,Yes,Yes,No,90.7,Yes
Male,0,Yes,62,Yes,No,No internet service,20,No
Female,0,Yes,66,Yes,No,Yes,59.75,No
Female,0,Yes,65,Yes,Yes,Yes,82.5,No
Female,1,No,3,Yes,No,No,70.3,Yes
Female,0,No,34,Yes,No,No internet service,20.35,No
Male,0,Yes,16,Yes,Yes,No,90.8,No
Female,0,No,54,Yes,Yes,Yes,103.95,Yes
Female,1,No,50,Yes,Yes,No,104.95,No
Male,0,No,71,Yes,No,No,105.25,No
Female,0,No,10,Yes,Yes,No,74.75,Yes
Female,0,No,1,Yes,No,No,50.8,Yes
Male,0,No,18,Yes,Yes,No internet service,23.75,No
Male,0,No,4,Yes,No,No,61.3,No
Female,0,Yes,58,Yes,Yes,Yes,75.8,No
Female,0,No,56,Yes,Yes,Yes,98,No
Male,0,No,2,Yes,No,No,80.25,Yes
Male,0,No,32,Yes,Yes,No,78.9,Yes
Male,0,Yes,56,No,No phone service,Yes,52,No
Male,0,No,36,Yes,Yes,No,84.75,Yes
Female,0,No,4,Yes,Yes,No,64.4,No
Male,0,No,53,Yes,Yes,No,85.45,Yes
Male,0,No,10,Yes,No,No,45.8,No
Male,0,No,4,No,No phone service,No,30.5,No
Male,0,Yes,1,Yes,No,No internet service,19.9,Yes
Female,0,No,51,Yes,No,No,69.15,No
Male,1,No,12,Yes,Yes,No,99.45,Yes
Female,0,No,6,No,No phone service,No,49.25,No
Male,0,Yes,63,No,No phone service,No,39.35,No
Female,0,No,1,Yes,No,No,70.6,Yes
Female,0,No,48,Yes,Yes,No,105.1,No
Female,0,No,5,Yes,No,No,81,Yes
Female,0,Yes,35,Yes,No,No internet service,20.1,No
Male,0,No,6,Yes,No,No,84.85,Yes
Male,0,No,2,Yes,No,No internet service,19.75,No
Female,0,No,50,Yes,No,No internet service,19.75,No
Female,0,No,33,Yes,No,No,70.4,No
Male,0,No,31,Yes,No,No internet service,20.45,No
Female,0,Yes,9,Yes,No,No internet service,20.35,No
Female,0,Yes,54,Yes,Yes,No,86.2,No
Female,0,No,46,Yes,No,Yes,95.65,No
Male,0,Yes,34,Yes,Yes,Yes,103.8,No
Male,0,Yes,71,Yes,Yes,Yes,97.2,No
Female,0,Yes,63,Yes,No,Yes,63.55,No
Female,0,No,51,Yes,Yes,No internet service,24.95,No
Female,1,No,26,Yes,Yes,No,89.15,Yes
Female,0,No,64,Yes,No,Yes,99,No
Female,1,No,1,No,No phone service,No,24.8,Yes
Male,1,No,61,Yes,Yes,No,85.55,No
Female,0,No,15,Yes,No,No,94,No
Male,0,No,64,Yes,Yes,No,105.65,Yes
Female,0,No,18,Yes,Yes,No,50.3,No
Female,0,Yes,57,Yes,No,No,95,No
Male,0,Yes,14,Yes,No,Yes,61.4,No
Male,1,No,18,Yes,Yes,No,80.55,No
Female,1,No,72,Yes,Yes,Yes,78.5,No
Male,0,No,70,Yes,Yes,Yes,114.3,No
Female,0,No,38,Yes,No,No internet service,20.05,No
Male,0,Yes,68,Yes,No,Yes,62.65,No
Male,0,No,13,Yes,No,No,80.85,Yes
Male,1,No,65,Yes,Yes,Yes,92.7,No
Female,0,No,30,Yes,Yes,No,100.45,No
Male,0,No,51,Yes,Yes,No,75.2,No
Female,0,No,31,Yes,Yes,Yes,84.75,No
Female,0,No,9,Yes,No,No,89.45,Yes
Female,0,Yes,72,Yes,Yes,Yes,79.5,No
Male,0,No,10,Yes,Yes,No,72.15,Yes
Female,0,No,37,Yes,No,No internet service,19.8,No
Female,0,No,2,Yes,No,No,76.4,Yes
Male,0,No,55,Yes,No,Yes,100.9,No
Male,0,Yes,33,Yes,Yes,Yes,95.3,No
Female,0,Yes,46,Yes,No,No,90.95,No
Female,0,Yes,1,Yes,No,Yes,54.5,No
Female,1,No,20,Yes,Yes,No,61.6,Yes
Male,0,No,9,Yes,No,No,79.9,Yes
Male,1,No,32,Yes,Yes,No,96.15,Yes
Female,0,Yes,19,Yes,No,No,49.6,No
Female,0,No,70,Yes,Yes,Yes,65.3,Yes
Female,0,Yes,61,Yes,Yes,No internet service,25,No
Male,0,No,26,Yes,No,No,45.45,No
Male,0,No,45,Yes,Yes,No,107.75,No
Male,0,Yes,62,Yes,Yes,No,89.1,No
Male,0,No,1,Yes,No,No internet service,19.65,Yes
Female,0,No,3,Yes,No,No,44.75,No
Female,0,Yes,41,Yes,Yes,Yes,101.6,No
Male,0,Yes,67,Yes,No,No,103.15,No
Male,0,No,1,Yes,Yes,No,84.65,Yes
Female,0,No,71,Yes,Yes,Yes,95.65,No
Female,0,Yes,37,Yes,No,Yes,75.1,No
Male,0,No,60,Yes,No,Yes,61.35,No
Female,1,No,1,Yes,No,No,69.55,Yes
Female,0,No,6,Yes,No,No internet service,19.7,No
Female,0,No,13,No,No phone service,No,31.05,Yes
Female,0,Yes,11,Yes,No,Yes,51,No
Male,0,No,7,Yes,No,Yes,51,Yes
Female,0,Yes,10,Yes,No,No,88.85,No
Male,0,No,34,Yes,No,No internet service,20.05,No
Female,0,No,62,Yes,No,Yes,65.1,No
Male,0,No,64,Yes,Yes,No,70.15,No
Female,0,Yes,1,Yes,No,No,44.35,Yes
Male,0,No,25,Yes,No,No internet service,20.75,No
Female,0,No,26,Yes,No,No,56.05,No
Male,0,Yes,10,Yes,No,No internet service,19.95,No
Female,0,No,53,Yes,Yes,Yes,98.6,No
Female,0,No,7,Yes,No,No,79.7,Yes
Male,0,No,33,Yes,No,No,79,No
Female,1,No,71,Yes,No,No,89.45,No
Female,0,No,29,Yes,Yes,No,74.2,No
Male,0,Yes,24,Yes,Yes,Yes,81,No
Male,0,Yes,20,Yes,No,No,49.6,No
Female,0,No,1,Yes,Yes,No,84.6,No
Male,0,Yes,54,Yes,Yes,No,55,Yes
Female,1,No,5,Yes,No,No,84.85,Yes
Female,0,Yes,72,Yes,Yes,Yes,84.2,No
Male,0,No,52,Yes,No,Yes,106.3,No
Female,0,No,9,Yes,No,No,69.05,No
Female,0,No,1,Yes,No,No,45.4,No
Male,1,No,1,Yes,Yes,No,73.65,Yes
Male,0,Yes,33,Yes,No,No,73.9,Yes
Female,0,No,55,Yes,Yes,No,77.75,Yes
Male,0,Yes,69,Yes,Yes,No,99.35,No
Male,0,No,1,Yes,No,Yes,50.75,No
Male,0,No,54,Yes,Yes,Yes,87.1,No
Male,0,Yes,33,Yes,No,No internet service,20.15,No
Male,1,No,45,Yes,Yes,No,98.7,No
Female,0,Yes,11,No,No phone service,No,25.2,No
Male,0,No,6,Yes,No,Yes,55.7,No
Male,0,No,21,Yes,No,Yes,65.35,No
Female,0,Yes,65,Yes,Yes,No internet service,25.3,No
Female,1,No,6,Yes,Yes,No,84.35,Yes
Female,0,No,8,Yes,No,Yes,84.95,Yes
Male,0,No,11,Yes,No,No,73.85,Yes
Male,0,Yes,43,Yes,Yes,No internet service,24.25,No
Male,0,Yes,49,No,No phone service,No,51.8,Yes
Female,1,No,1,Yes,No,No,46,Yes
Male,1,No,15,Yes,No,No,79.4,Yes
Male,0,Yes,60,Yes,No,Yes,60.5,No
Male,0,No,17,No,No phone service,No,25.1,No
Male,1,No,16,Yes,No,No,71.8,Yes
Male,0,Yes,35,Yes,No,No internet service,20.05,No
Male,1,No,44,Yes,Yes,No,88.4,Yes
Female,0,Yes,12,No,No phone service,No,30.25,No
Male,0,No,1,Yes,No,No internet service,20.2,No
Female,0,No,28,Yes,No,Yes,59.9,No
Male,0,No,70,Yes,Yes,No internet service,25.15,No
Female,0,Yes,5,Yes,No,No,46,Yes
Male,0,No,18,Yes,No,No,101.3,No
Male,0,No,70,Yes,Yes,Yes,76.95,No
Female,0,Yes,9,Yes,Yes,No,55.3,No
Female,1,No,67,Yes,No,Yes,92.45,No
Female,0,No,1,Yes,No,Yes,48.45,No
Female,0,Yes,18,Yes,No,No internet service,19.35,No
Male,0,No,4,Yes,Yes,No,51.75,Yes
Male,1,Yes,71,Yes,No,Yes,86.7,No
Male,0,Yes,30,Yes,Yes,Yes,94.4,Yes
Male,0,No,1,Yes,No,Yes,55.7,No
Female,0,No,55,Yes,Yes,Yes,84.25,No
Male,0,No,59,Yes,No,No,64.65,No
Female,0,No,1,Yes,No,No,70.15,Yes
Female,0,No,7,Yes,No,No,69.2,No
Male,0,Yes,45,Yes,No,Yes,54.65,No
Female,0,Yes,54,Yes,Yes,No internet service,24.75,No
Male,0,Yes,51,Yes,Yes,No internet service,23.95,No
Female,1,No,72,Yes,Yes,No,105,No
Male,0,No,44,Yes,No,Yes,59.85,No
Male,0,No,2,Yes,No,No internet service,20.05,No
Female,0,No,66,Yes,Yes,No,92.15,No
Male,0,Yes,68,No,No phone service,Yes,44.8,No
Female,0,No,31,Yes,No,No internet service,20.9,No
Female,1,No,21,Yes,Yes,No,95.4,No
Male,0,Yes,21,Yes,Yes,Yes,80.35,No
Female,0,Yes,55,Yes,Yes,Yes,85.1,No
Male,0,No,9,No,No phone service,No,34.7,Yes
Male,1,No,71,Yes,Yes,Yes,115.05,No
Female,0,No,1,Yes,No,No,81.1,Yes
Male,0,Yes,22,Yes,No,No internet service,19.95,No
Female,0,Yes,1,Yes,No,No internet service,20.55,Yes
Female,0,No,61,Yes,Yes,No,106.6,Yes
Female,0,No,67,Yes,Yes,No,86.15,No
Female,1,No,14,Yes,No,Yes,78.85,No
Male,0,No,59,Yes,Yes,Yes,106.75,Yes
Male,1,No,21,Yes,No,No,86.55,No
Male,0,No,4,No,No phone service,Yes,42.4,No
Female,0,No,3,Yes,No,No,89.45,Yes
Male,0,No,70,Yes,Yes,No internet service,24.25,No
Female,0,No,3,Yes,No,No,97.9,Yes
Male,1,No,21,Yes,No,No internet service,20.5,No
Male,0,No,20,Yes,No,No internet service,19.6,No
Male,0,Yes,22,Yes,No,No internet service,20.25,No
Male,0,No,1,Yes,No,No,55.7,Yes
Female,0,No,63,Yes,No,No internet service,20.6,No
Female,0,Yes,70,Yes,No,No internet service,19.8,No
Male,0,No,13,Yes,No,No,79.8,Yes
Female,0,No,5,Yes,No,No,80.2,No
Female,0,Yes,72,Yes,Yes,Yes,116.4,No
Female,0,No,13,No,No phone service,No,31.65,No
Male,0,No,61,Yes,No,No,94.15,No
Male,0,No,1,Yes,No,No internet service,20.65,No
Female,1,No,56,Yes,Yes,No,76.85,No
Female,0,No,4,Yes,No,No internet service,20.15,No
Male,0,No,35,Yes,Yes,Yes,55.25,No
Female,0,No,18,No,No phone service,No,39.05,Yes
Male,0,No,72,Yes,Yes,No,82.15,No
Female,1,No,49,Yes,Yes,Yes,103,No
Female,0,No,44,Yes,Yes,Yes,95.1,No
Female,1,No,3,Yes,No,No,83.9,Yes
Female,0,Yes,37,Yes,Yes,No,95.15,No
Male,0,No,61,Yes,Yes,No,79.8,No
Male,0,No,70,Yes,Yes,Yes,74.8,No
Female,1,No,1,Yes,No,No,69.85,Yes
Female,0,No,41,Yes,No,No internet service,20.45,No
Male,0,Yes,70,Yes,Yes,Yes,78.35,No
Female,0,No,1,Yes,No,No,53.55,Yes
Male,0,No,51,Yes,No,No internet service,19.1,No
Female,0,Yes,42,Yes,No,No internet service,20,No
Female,0,Yes,70,Yes,Yes,Yes,93.9,Yes
Male,0,No,48,Yes,No,No internet service,19.95,No
Male,0,Yes,68,Yes,Yes,Yes,113.15,Yes
Female,0,No,48,Yes,Yes,No internet service,24,No
Female,1,No,26,Yes,No,No,84.95,Yes
Male,0,No,11,Yes,Yes,No,80.5,Yes
Male,0,No,1,Yes,No,No internet service,19.3,Yes
Female,0,No,27,Yes,No,No internet service,19.15,No
Female,1,No,46,Yes,No,No,91.3,No
Male,0,No,1,Yes,No,No,49.65,Yes
Female,0,No,46,Yes,No,No,54.35,Yes
Male,0,Yes,25,Yes,No,No internet service,19.15,No
Male,0,No,4,Yes,No,No,88.45,Yes
Male,0,No,13,Yes,No,No internet service,19.75,No
Male,0,No,31,Yes,No,Yes,75.5,No
Female,0,Yes,23,Yes,Yes,No,83.75,No
Female,0,No,2,Yes,No,No internet service,19.4,No
Female,0,No,65,Yes,Yes,No internet service,26.5,No
Male,1,No,22,Yes,Yes,No,90.5,Yes
Female,0,Yes,55,Yes,No,No internet service,19.15,No
Male,0,No,9,Yes,No,No,94.85,Yes
Male,0,Yes,7,Yes,No,No,69.95,Yes
Female,0,Yes,35,No,No phone service,No,40.9,No
Male,0,No,6,Yes,No,Yes,80.25,No
Female,0,No,1,Yes,No,Yes,48.6,Yes
Male,0,No,17,Yes,No,No,70.8,No
Male,0,Yes,10,Yes,No,No,60.2,No
Male,0,Yes,15,Yes,No,No,55.2,No
Female,1,No,40,No,No phone service,Yes,55.8,Yes
Female,0,Yes,13,Yes,No,Yes,54.15,No
Male,0,No,29,Yes,Yes,No,80.15,Yes
Female,0,No,3,Yes,Yes,No,75.5,Yes
Female,1,No,58,Yes,Yes,No,100.4,No
Female,0,No,45,Yes,No,Yes,62.55,No
Female,0,Yes,72,Yes,Yes,Yes,70.45,No
Male,0,Yes,68,Yes,Yes,Yes,85.5,No
Male,0,No,1,Yes,No,No internet service,20.2,Yes
Female,0,Yes,38,Yes,No,Yes,54.5,No
Male,0,No,2,Yes,No,No internet service,20.75,No
Male,0,No,11,Yes,No,No internet service,20.35,No
Female,1,No,20,Yes,No,No,91,No
Male,0,No,72,Yes,Yes,No,104.8,No
Female,0,No,3,Yes,Yes,No,74.75,Yes
Male,0,No,23,Yes,Yes,No,104.05,Yes
Male,0,No,40,Yes,No,No,51.1,No
Male,1,No,62,Yes,Yes,No,89.8,No
Female,0,Yes,22,Yes,No,No internet service,20.55,No
Female,0,No,11,Yes,No,Yes,64.05,No
Male,1,No,7,Yes,Yes,No,74.85,No
Female,0,No,13,Yes,Yes,Yes,96.65,Yes
Male,1,No,1,Yes,No,No internet service,20.05,Yes
Female,0,No,39,Yes,Yes,No,103.45,Yes
Male,0,No,3,No,No phone service,No,25,No
Male,0,No,58,Yes,No,No internet service,20.3,No
Male,0,Yes,6,Yes,Yes,No internet service,26.35,No
Female,0,Yes,1,Yes,No,No internet service,19.9,Yes
Female,0,No,22,Yes,No,No,54.7,No
Male,0,No,14,No,No phone service,No,46.35,Yes
Male,0,Yes,64,Yes,Yes,No,90.25,No
Male,0,No,1,Yes,No,No internet service,19.95,Yes
Male,0,No,6,Yes,No,No internet service,20.65,No
Male,0,No,1,Yes,No,No,79.6,Yes
Male,0,Yes,39,Yes,Yes,No internet service,25.45,No
Female,0,No,20,Yes,No,No internet service,19.5,No
Male,0,No,1,Yes,No,No,75.9,Yes
Male,0,No,1,Yes,No,No,76.2,Yes
Male,0,No,64,Yes,Yes,Yes,66.15,No
Male,0,Yes,1,Yes,No,No internet service,19.25,Yes
Female,0,No,46,Yes,No,No,69.1,No
Female,1,Yes,28,No,No phone service,No,39.1,No
Female,0,No,33,Yes,No,No internet service,20.05,No
Male,0,Yes,39,Yes,No,Yes,59.8,No
Female,0,No,42,Yes,Yes,No,84.3,Yes
Female,0,No,1,Yes,No,No,48.6,No
Female,0,No,7,Yes,No,No,79,Yes
Male,1,No,70,Yes,No,Yes,105.35,No
Male,0,No,65,Yes,Yes,No internet service,25.1,No
Male,0,No,1,Yes,No,Yes,49.75,No
Male,0,No,18,Yes,Yes,No,94.75,No
Male,0,No,24,Yes,Yes,No,93,No
Male,0,No,63,Yes,Yes,Yes,71.9,No
Female,0,Yes,44,Yes,Yes,No,77.55,No
Male,0,No,4,Yes,No,No internet service,19.85,No
Female,0,No,1,Yes,No,No,70.25,Yes
Female,0,Yes,37,Yes,Yes,No,95.25,No
Female,1,No,10,Yes,No,No,84.6,Yes
Male,0,No,34,No,No phone service,No,25.05,No
Male,0,No,35,No,No phone service,Yes,53.15,No
Female,0,No,4,Yes,No,No internet service,20.15,No
Female,1,No,39,Yes,Yes,No,101.25,No
Male,1,No,43,Yes,No,No,100.55,No
Female,0,Yes,17,Yes,Yes,No internet service,24.1,Yes
Female,0,No,61,Yes,Yes,No internet service,25.3,No
Female,0,No,49,Yes,Yes,Yes,71.8,No
Male,0,No,4,Yes,No,No internet service,19.7,No
Female,0,Yes,64,No,No phone service,No,49.85,No
Male,0,No,3,Yes,No,No,69.6,No
Male,0,Yes,1,Yes,No,No internet service,19.75,No
Male,0,No,40,Yes,No,No,80.8,No
Female,0,Yes,1,Yes,No,Yes,60,Yes
Male,0,No,8,Yes,Yes,No,86.55,Yes
Female,1,No,1,Yes,No,No internet service,20.85,Yes
Female,1,No,34,Yes,No,No,64.2,No
Female,0,No,1,No,No phone service,No,35,No
Female,0,No,39,No,No phone service,No,50.75,Yes
Female,1,No,58,Yes,No,Yes,105.5,Yes
Male,0,Yes,45,Yes,No,No internet service,19.2,No
Male,1,No,6,Yes,No,Yes,85.15,Yes
Male,0,No,43,Yes,No,Yes,90.65,No
Male,0,Yes,41,Yes,No,No internet service,20,No
Male,0,No,5,Yes,No,No,74.65,No
Male,0,No,72,No,No phone service,Yes,61.2,No
Male,0,No,4,Yes,No,No internet service,19.95,No
Male,0,Yes,9,Yes,No,No,54.8,No
Male,1,No,72,Yes,Yes,No,73.45,No
Female,0,No,33,Yes,No,No,51.45,No
Female,0,No,72,Yes,Yes,Yes,80.45,No
Male,0,No,22,Yes,No,Yes,54.2,Yes
Female,0,No,70,Yes,Yes,No,109.5,Yes
Male,0,Yes,21,Yes,Yes,No,104.4,Yes
Male,0,No,15,Yes,No,No,85.3,No
Male,1,No,29,Yes,Yes,No,79.3,No
Female,0,Yes,15,Yes,No,No,76.5,No
Male,1,Yes,71,Yes,Yes,Yes,105.1,Yes
Male,1,No,72,Yes,Yes,No internet service,25.4,No
Female,0,No,19,Yes,Yes,No,86.85,No
Male,0,No,1,Yes,No,No internet service,19.65,No
Female,0,No,1,Yes,No,No,75.7,Yes
Female,0,No,2,Yes,No,No,45.55,No
Female,1,Yes,11,Yes,Yes,No,78.1,No
Female,0,No,12,Yes,No,No internet service,19.3,No
Female,0,No,70,Yes,Yes,No,110.5,No
Female,1,No,20,Yes,Yes,No,90.8,Yes
Female,0,No,23,Yes,No,No internet service,20.3,No
Male,1,No,49,Yes,Yes,Yes,81.35,No
Female,0,Yes,4,Yes,Yes,No,97.95,Yes
Male,0,No,32,Yes,Yes,Yes,108.15,Yes
Male,0,Yes,2,Yes,No,No,55.3,No
Male,1,No,69,No,No phone service,Yes,56.55,No
Male,0,No,6,Yes,No,No,80.5,Yes
Female,0,Yes,24,Yes,No,No internet service,19.7,No
Female,0,No,32,Yes,Yes,No,104.05,No
Female,0,No,27,Yes,No,Yes,52.85,No
Female,1,No,27,Yes,Yes,Yes,104.3,Yes
Male,0,No,58,Yes,Yes,No,80.65,No
Male,0,No,1,Yes,No,No,71.35,Yes
Female,0,Yes,18,Yes,Yes,No internet service,24.65,No
Female,0,Yes,47,Yes,No,No internet service,21.3,No
Female,0,Yes,70,Yes,Yes,No,110.2,No
Female,0,No,13,Yes,Yes,No,89.4,Yes
Female,0,Yes,36,Yes,No,Yes,51.05,No
Male,0,No,67,Yes,No,No internet service,19.8,No
Female,0,No,10,Yes,No,No internet service,19.9,No
Male,1,No,19,Yes,No,Yes,87.3,No
Female,0,Yes,71,Yes,No,No internet service,19.85,No
Male,0,Yes,72,Yes,Yes,Yes,89.4,No
Female,0,Yes,48,Yes,No,No internet service,20,No
Male,0,No,1,Yes,No,No internet service,20.05,No
Male,0,Yes,18,Yes,No,Yes,83.25,No
Male,0,No,1,Yes,No,No internet service,20.6,Yes
Male,1,No,67,Yes,Yes,No,102.9,No
Male,0,Yes,69,No,No phone service,Yes,39.1,No
Male,0,No,19,Yes,Yes,No,99.95,Yes
Male,1,No,72,Yes,Yes,Yes,114.5,No
Female,1,No,38,Yes,No,No internet service,20.2,No
Male,1,No,40,Yes,No,No,55.8,No
Female,0,Yes,61,Yes,Yes,No internet service,24.2,No
Female,0,No,10,Yes,Yes,No,81,Yes
Male,0,No,32,Yes,Yes,Yes,72.8,No
Female,0,No,21,Yes,Yes,No,99.85,No
Female,1,No,59,Yes,Yes,No,99.5,No
Female,1,No,13,Yes,No,No,70.15,Yes
Female,0,No,47,Yes,No,No internet service,20.25,No
Male,0,Yes,69,Yes,Yes,No internet service,26,No
Male,0,No,2,Yes,No,No internet service,19.9,No
Female,0,Yes,22,Yes,No,No internet service,19.05,No
Male,1,No,15,Yes,Yes,Yes,96.5,No
Female,0,No,53,Yes,No,No internet service,19.85,No
Female,1,No,28,Yes,Yes,No internet service,25.7,No
Male,0,No,22,Yes,No,No internet service,20.3,No
Female,0,No,1,Yes,No,No,70.15,Yes
Male,1,No,16,Yes,No,No,91.55,No
Female,0,Yes,48,No,No phone service,Yes,39.4,No
Male,1,No,30,Yes,Yes,Yes,105.7,No
Female,0,No,3,Yes,No,No,70.25,No
Male,1,No,57,Yes,Yes,Yes,93.75,No
Female,1,No,68,Yes,Yes,Yes,96.55,Yes
Female,0,No,23,Yes,No,No,60,No
Female,0,No,65,Yes,No,No,59.8,No
Male,0,No,44,Yes,No,No,90.65,No
Female,0,Yes,71,Yes,Yes,Yes,109,No
Female,0,No,37,Yes,Yes,Yes,68.1,No
Female,0,No,12,Yes,No,No internet service,20.4,No
Male,0,Yes,69,Yes,Yes,No,81.95,No
Female,0,No,35,Yes,No,Yes,60.55,No
Male,0,No,5,Yes,No,No,65.6,No
Male,0,Yes,58,Yes,Yes,No,82.5,No
Male,0,No,72,Yes,Yes,Yes,82.3,No
Male,0,No,72,Yes,Yes,Yes,68.15,No
Female,0,No,1,Yes,No,No internet service,20.3,No
Female,0,No,39,Yes,No,Yes,95.55,Yes
Male,0,Yes,53,Yes,No,No internet service,20.2,No
Female,0,No,27,Yes,No,No,89.2,No
Female,1,No,1,Yes,No,No,69.65,Yes
Female,1,No,1,Yes,No,No,89.3,Yes
Female,0,No,18,Yes,No,Yes,74.8,No
Male,0,Yes,46,Yes,No,No internet service,20.2,No
Female,0,No,72,Yes,Yes,Yes,84.4,No
Female,0,No,36,Yes,No,No,87.55,Yes
Female,0,No,4,No,No phone service,No,25.15,No
Female,0,No,25,Yes,No,No internet service,19.8,No
Female,0,Yes,40,No,No phone service,No,50.85,No
Male,0,No,63,Yes,Yes,No,102.4,No
Female,1,No,15,Yes,No,Yes,96.3,Yes
Male,0,No,14,Yes,Yes,No,55.5,No
Male,1,No,72,Yes,Yes,No,109.75,No
Male,0,No,39,Yes,Yes,Yes,106.4,No
Female,0,Yes,47,No,No phone service,Yes,60,No
Male,0,No,19,Yes,Yes,Yes,88.8,No
Female,0,No,5,Yes,Yes,No,85.2,Yes
Female,0,No,13,No,No phone service,No,35.1,Yes
Female,0,No,17,Yes,Yes,No,80.05,No
Male,1,No,34,Yes,Yes,No,75.55,No
Female,0,No,42,Yes,No,No,49.55,No
Male,0,No,5,Yes,Yes,No,81.3,Yes
Female,0,Yes,71,Yes,Yes,No internet service,23.9,No
Male,1,No,19,Yes,No,Yes,66.4,No
Female,0,Yes,2,Yes,No,No internet service,19.6,Yes
Male,0,No,57,Yes,No,No internet service,18.8,No
Male,0,No,72,Yes,Yes,No,108.4,No
Female,0,No,6,Yes,No,No,85.95,No
Female,0,Yes,17,Yes,Yes,No,85.45,Yes
Male,0,No,61,Yes,Yes,No,80.9,No
Male,0,Yes,1,Yes,No,No,71,Yes
Male,0,Yes,48,Yes,Yes,Yes,111.8,No
Male,0,No,16,Yes,No,No internet service,20.6,No
Male,1,No,9,Yes,Yes,No,85.05,Yes
Female,0,No,3,Yes,No,No,44.6,No
Male,0,Yes,1,Yes,No,No,44.4,Yes
Male,0,No,65,Yes,Yes,No,105.1,No
Female,0,Yes,70,Yes,Yes,Yes,115.15,No
Male,0,No,60,Yes,No,Yes,59.8,No
Female,0,No,69,Yes,Yes,No internet service,26.3,No
Female,1,No,35,Yes,No,No,70.55,No
Female,0,No,22,Yes,No,No internet service,20.05,No
Male,0,Yes,66,Yes,Yes,No,79.85,No
Male,1,No,1,Yes,No,No,70.3,Yes
Female,0,No,1,Yes,No,No,79.35,Yes
Male,0,Yes,34,Yes,Yes,No,90.05,No
Female,0,Yes,72,Yes,Yes,No internet service,24.45,No
Male,0,Yes,31,No,No phone service,Yes,59.95,No
Male,0,Yes,30,Yes,Yes,No internet service,25.35,No
Female,0,No,9,Yes,No,No,90.8,Yes
Male,0,Yes,20,Yes,No,No,70.45,Yes
Male,1,No,19,No,No phone service,No,34.3,No
Female,0,No,65,Yes,Yes,Yes,105.05,No
Female,0,Yes,30,Yes,No,No internet service,19.3,No
Male,0,No,6,Yes,No,No internet service,19.15,No
Female,0,No,2,No,No phone service,No,51.4,No
Male,0,Yes,53,Yes,Yes,Yes,71.85,No
